target,family,variant,seed,candidate,rpn,candidate_source,candidate_tag,candidate_depth,candidate_nodes,is_eml_tree,train_mse,holdout_mse,complex_mse,exact_recovery,candidate_evals,gate6_rejections,gate6_rejection_reasons,mutation_events,preservation_rate_after_commit,belnap_status_before_commit,runtime_sec
x_div_y,binary,no_rlcr,1,"eml(eml(eml(1,eml(eml(1,eml(1,eml(eml(1,x),1))),1)),eml(eml(1,eml(eml(1,y),1)),1)),1)",1111xE1EEE1EE11yE1EE1EE1E,exp(log(x)-log(y)),constructive,8,25,True,1.8243817408159936e-32,4.4510749680029666e-32,1.305074578753732e-31,True,9,1,"['complex_domain_failure', 'holdout_generalization_failure', 'non_constructive_shortcut_or_non_eml_tree']",0,1.0,T,0.004848957061767578
one_const,unary,no_rlcr,2,1,1,terminal 1,constructive,0,1,True,0.0,0.0,0.0,True,7,1,['non_constructive_shortcut_or_non_eml_tree'],0,1.0,T,0.001077413558959961
identity_x,unary,no_rlcr,2,x,x,terminal x,constructive,0,1,True,0.0,0.0,0.0,True,7,1,"['complex_domain_failure', 'holdout_generalization_failure', 'non_constructive_shortcut_or_non_eml_tree']",0,1.0,T,0.001157999038696289
e_const,unary,no_rlcr,2,"eml(1,1)",11E,exp(1),constructive,1,3,True,0.0,0.0,0.0,True,7,1,['non_constructive_shortcut_or_non_eml_tree'],0,1.0,T,0.0013453960418701172
zero_const,unary,no_rlcr,2,"eml(1,eml(eml(1,1),1))",111E1EE,log(1),constructive,3,7,True,0.0,0.0,0.0,True,7,1,['non_constructive_shortcut_or_non_eml_tree'],0,1.0,T,0.001987934112548828
exp_x,unary,no_rlcr,2,"eml(x,1)",x1E,"eml(x,1)",constructive,1,3,True,0.0,0.0,0.0,True,7,1,"['complex_domain_failure', 'holdout_generalization_failure', 'non_constructive_shortcut_or_non_eml_tree']",0,1.0,T,0.0015995502471923828
ln_x,unary,no_rlcr,2,"eml(1,eml(eml(1,x),1))",11xE1EE,eml logarithm identity,constructive,3,7,True,5.4247026766907145e-33,1.8153943412438446e-32,2.1135827279009035e-32,True,7,1,"['complex_domain_failure', 'holdout_generalization_failure', 'non_constructive_shortcut_or_non_eml_tree']",0,1.0,T,0.0019190311431884766
neg_x,unary,no_rlcr,2,"eml(eml(1,eml(eml(1,eml(1,eml(eml(1,1),1))),1)),eml(x,1))",11111E1EEE1EEx1EE,0 - x,constructive,7,17,True,5.135813185032629e-34,7.0617431294198645e-34,9.331042810311297e-33,True,8,1,"['complex_domain_failure', 'holdout_generalization_failure', 'non_constructive_shortcut_or_non_eml_tree']",0,1.0,T,0.002294778823852539
x_square,unary,no_rlcr,2,"eml(eml(eml(1,eml(eml(1,eml(1,eml(eml(1,x),1))),1)),eml(eml(eml(1,eml(eml(1,eml(1,eml(eml(1,1),1))),1)),eml(eml(1,eml(eml(1,x),1)),1)),1)),1)",1111xE1EEE1EE11111E1EEE1EE11xE1EE1EE1EE1E,x*x,constructive,10,41,True,1.4664314861325368e-31,5.417048024449302e-31,5.884453877090162e-31,True,8,1,"['complex_domain_failure', 'holdout_generalization_failure', 'non_constructive_shortcut_or_non_eml_tree']",0,1.0,T,0.003354310989379883
identity_y,binary,no_rlcr,2,y,y,terminal y,constructive,0,1,True,0.0,0.0,0.0,True,8,1,"['complex_domain_failure', 'holdout_generalization_failure', 'non_constructive_shortcut_or_non_eml_tree']",0,1.0,T,0.0023148059844970703
x_minus_y,binary,no_rlcr,2,"eml(eml(1,eml(eml(1,x),1)),eml(y,1))",11xE1EEy1EE,"eml(log(x), exp(y))",constructive,4,11,True,2.311115933264683e-32,3.983465101640933e-32,5.854024560127035e-32,True,9,1,"['complex_domain_failure', 'holdout_generalization_failure', 'non_constructive_shortcut_or_non_eml_tree']",0,1.0,T,0.002596616744995117
x_plus_y,binary,no_rlcr,2,"eml(eml(1,eml(eml(1,x),1)),eml(eml(eml(1,eml(eml(1,eml(1,eml(eml(1,1),1))),1)),eml(y,1)),1))",11xE1EE11111E1EEE1EEy1EE1EE,x - (0 - y),constructive,9,27,True,7.395570986446986e-32,9.282982331946477e-32,9.334039537242993e-32,True,9,1,"['complex_domain_failure', 'holdout_generalization_failure', 'non_constructive_shortcut_or_non_eml_tree']",0,1.0,T,0.004137277603149414
x_times_y,binary,no_rlcr,2,"eml(eml(eml(1,eml(eml(1,eml(1,eml(eml(1,x),1))),1)),eml(eml(eml(1,eml(eml(1,eml(1,eml(eml(1,1),1))),1)),eml(eml(1,eml(eml(1,y),1)),1)),1)),1)",1111xE1EEE1EE11111E1EEE1EE11yE1EE1EE1EE1E,exp(log(x)+log(y)),constructive,10,41,True,2.0851722659355762e-31,3.733702225933579e-31,1.2725413228183593e-31,True,9,1,"['complex_domain_failure', 'holdout_generalization_failure', 'non_constructive_shortcut_or_non_eml_tree']",0,1.0,T,0.0047397613525390625
x_div_y,binary,no_rlcr,2,"eml(eml(eml(1,eml(eml(1,eml(1,eml(eml(1,x),1))),1)),eml(eml(1,eml(eml(1,y),1)),1)),1)",1111xE1EEE1EE11yE1EE1EE1E,exp(log(x)-log(y)),constructive,8,25,True,1.8243817408159936e-32,4.668780208649211e-32,1.3434967871047093e-31,True,9,1,"['complex_domain_failure', 'holdout_generalization_failure', 'non_constructive_shortcut_or_non_eml_tree']",0,1.0,T,0.004046916961669922
one_const,unary,random_tree,0,x,x,bounded_safe_random_tree,eml,0,1,True,0.39250000000000007,0.5883977117467523,0.24098215011311083,False,5,0,[],0,1.0,F,0.0006318092346191406
identity_x,unary,random_tree,0,1,1,bounded_safe_random_tree,eml,0,1,True,0.39250000000000007,0.5883977117467523,0.24098215011311083,False,5,0,[],0,1.0,F,0.0009050369262695312
e_const,unary,random_tree,0,x,x,bounded_safe_random_tree,eml,0,1,True,2.8295078934748457,2.069244784850769,2.917887175645927,False,5,0,[],0,1.0,F,0.0008842945098876953
zero_const,unary,random_tree,0,"eml(1,eml(eml(1,x),1))",11xE1EE,bounded_safe_random_tree,eml,3,7,True,0.3760000930108347,0.38191626463250755,0.2593960534545498,False,5,0,[],0,1.0,F,0.0010523796081542969
exp_x,unary,random_tree,0,"eml(1,1)",11E,bounded_safe_random_tree,eml,1,3,True,6.73787270952347,13.852846400733933,2.4670224011096216,False,5,0,[],0,1.0,F,0.0008745193481445312
ln_x,unary,random_tree,0,"eml(1,eml(eml(1,1),1))",111E1EE,bounded_safe_random_tree,eml,3,7,True,0.3760000930108347,0.38191626463250755,0.2593960534545498,False,5,0,[],0,1.0,F,0.0006270408630371094
neg_x,unary,random_tree,0,"eml(1,eml(eml(1,1),1))",111E1EE,bounded_safe_random_tree,eml,3,7,True,1.6925,2.4448610372236406,1.4013676072106171,False,6,0,[],0,1.0,F,0.0010385513305664062
x_square,unary,random_tree,0,x,x,bounded_safe_random_tree,eml,0,1,True,1.16121875,2.381069761287757,0.407797162105497,False,6,0,[],0,1.0,F,0.0009469985961914062
identity_y,binary,random_tree,0,1,1,bounded_safe_random_tree,eml,0,1,True,0.5404166666666667,0.6617065620332033,0.23777239961778085,False,6,0,[],0,1.0,F,0.001032114028930664
x_minus_y,binary,random_tree,0,"eml(1,eml(eml(1,x),1))",11xE1EE,bounded_safe_random_tree,eml,3,7,True,0.41649185082824774,0.42407354704499917,0.2349687259644789,False,7,0,[],0,1.0,F,0.0008792877197265625
x_plus_y,binary,random_tree,0,"eml(1,1)",11E,bounded_safe_random_tree,eml,1,3,True,0.9546495318791384,1.70131359677628,0.6518950293724309,False,7,0,[],0,1.0,F,0.0009706020355224609
x_times_y,binary,random_tree,0,x,x,bounded_safe_random_tree,eml,0,1,True,0.8786833333333331,2.737326437261832,0.3053518408426306,False,7,0,[],0,1.0,F,0.0010623931884765625
x_div_y,binary,random_tree,0,1,1,bounded_safe_random_tree,eml,0,1,True,0.2655117940179366,0.004567709224564102,0.5923759831290402,False,7,0,[],0,1.0,F,0.0012776851654052734
one_const,unary,random_tree,1,x,x,bounded_safe_random_tree,eml,0,1,True,0.39250000000000007,0.5129434196075873,0.2309903780666016,False,5,0,[],0,1.0,F,0.0006494522094726562
identity_x,unary,random_tree,1,1,1,bounded_safe_random_tree,eml,0,1,True,0.39250000000000007,0.5129434196075873,0.2309903780666016,False,5,0,[],0,1.0,F,0.0006308555603027344
e_const,unary,random_tree,1,x,x,bounded_safe_random_tree,eml,0,1,True,2.8295078934748457,2.1860444924134157,3.0033989689236495,False,5,0,[],0,1.0,F,0.0007724761962890625
zero_const,unary,random_tree,1,"eml(1,eml(eml(1,x),1))",11xE1EE,bounded_safe_random_tree,eml,3,7,True,0.3760000930108347,0.3407264991618469,0.2528532588007218,False,5,0,[],0,1.0,F,0.0008320808410644531
exp_x,unary,random_tree,1,"eml(1,1)",11E,bounded_safe_random_tree,eml,1,3,True,6.73787270952347,11.194532938683423,2.2747984492637667,False,5,0,[],0,1.0,F,0.0007925033569335938
ln_x,unary,random_tree,1,"eml(1,eml(eml(1,1),1))",111E1EE,bounded_safe_random_tree,eml,3,7,True,0.3760000930108347,0.3407264991618469,0.2528532588007218,False,5,0,[],0,1.0,F,0.0009372234344482422
neg_x,unary,random_tree,1,"eml(1,eml(eml(1,1),1))",111E1EE,bounded_safe_random_tree,eml,3,7,True,1.6925,2.2575193954555592,1.3357949847224322,False,6,0,[],0,1.0,F,0.000823974609375
x_square,unary,random_tree,1,x,x,bounded_safe_random_tree,eml,0,1,True,1.16121875,1.9513166033275127,0.3728986306657756,False,6,0,[],0,1.0,F,0.0007486343383789062
identity_y,binary,random_tree,1,1,1,bounded_safe_random_tree,eml,0,1,True,0.5404166666666667,0.5397998729187061,0.2443494800453112,False,6,0,[],0,1.0,F,0.0007827281951904297
x_minus_y,binary,random_tree,1,"eml(1,eml(eml(1,x),1))",11xE1EE,bounded_safe_random_tree,eml,3,7,True,0.41649185082824774,0.3400965146859431,0.27314814691603134,False,7,0,[],0,1.0,F,0.0008983612060546875
x_plus_y,binary,random_tree,1,"eml(1,1)",11E,bounded_safe_random_tree,eml,1,3,True,0.9546495318791384,1.4511472751195618,0.8107084576453137,False,7,0,[],0,1.0,F,0.0009050369262695312
x_times_y,binary,random_tree,1,x,x,bounded_safe_random_tree,eml,0,1,True,0.8786833333333331,2.1961289386167646,0.26439577040607815,False,7,0,[],0,1.0,F,0.0008778572082519531
x_div_y,binary,random_tree,1,1,1,bounded_safe_random_tree,eml,0,1,True,0.2655117940179366,0.012116620801676933,0.738709507306916,False,7,0,[],0,1.0,F,0.0006558895111083984
one_const,unary,random_tree,2,x,x,bounded_safe_random_tree,eml,0,1,True,0.39250000000000007,0.4632119003100004,0.21776545833218788,False,5,0,[],0,1.0,F,0.0006227493286132812
identity_x,unary,random_tree,2,1,1,bounded_safe_random_tree,eml,0,1,True,0.39250000000000007,0.4632119003100004,0.21776545833218788,False,5,0,[],0,1.0,F,0.00058746337890625
e_const,unary,random_tree,2,x,x,bounded_safe_random_tree,eml,0,1,True,2.8295078934748457,2.3181700780884964,3.1587576819686305,False,5,0,[],0,1.0,F,0.0005998611450195312
zero_const,unary,random_tree,2,"eml(1,eml(eml(1,x),1))",11xE1EE,bounded_safe_random_tree,eml,3,7,True,0.3760000930108347,0.3355404201981451,0.24111252425036347,False,5,0,[],0,1.0,F,0.0005283355712890625
exp_x,unary,random_tree,2,"eml(1,1)",11E,bounded_safe_random_tree,eml,1,3,True,6.73787270952347,9.739289386049988,2.237693282759831,False,5,0,[],0,1.0,F,0.0006453990936279297
ln_x,unary,random_tree,2,"eml(1,eml(eml(1,1),1))",111E1EE,bounded_safe_random_tree,eml,3,7,True,0.3760000930108347,0.3355404201981451,0.24111252425036347,False,5,0,[],0,1.0,F,0.0006725788116455078
neg_x,unary,random_tree,2,"eml(1,eml(eml(1,1),1))",111E1EE,bounded_safe_random_tree,eml,3,7,True,1.6925,2.1019512770851896,1.2244583175509987,False,6,0,[],0,1.0,F,0.0007164478302001953
x_square,unary,random_tree,2,x,x,bounded_safe_random_tree,eml,0,1,True,1.16121875,1.682294661948703,0.3691018732968033,False,6,0,[],0,1.0,F,0.0007126331329345703
identity_y,binary,random_tree,2,1,1,bounded_safe_random_tree,eml,0,1,True,0.5404166666666667,0.6492124658139976,0.2340332123766319,False,6,0,[],0,1.0,F,0.0007245540618896484
x_minus_y,binary,random_tree,2,"eml(1,eml(eml(1,x),1))",11xE1EE,bounded_safe_random_tree,eml,3,7,True,0.41649185082824774,0.4690220224893678,0.21864228394450236,False,7,0,[],0,1.0,F,0.0008511543273925781
x_plus_y,binary,random_tree,2,"eml(1,1)",11E,bounded_safe_random_tree,eml,1,3,True,0.9546495318791384,1.604964319745343,0.6775049977163498,False,7,0,[],0,1.0,F,0.0007009506225585938
x_times_y,binary,random_tree,2,x,x,bounded_safe_random_tree,eml,0,1,True,0.8786833333333331,2.3827419003805477,0.29420806646036435,False,7,0,[],0,1.0,F,0.000736236572265625
x_div_y,binary,random_tree,2,1,1,bounded_safe_random_tree,eml,0,1,True,0.2655117940179366,0.009883234820329092,0.3457648852399928,False,7,0,[],0,1.0,F,0.0007803440093994141
one_const,unary,gradient_only,0,numeric_least_squares_feature_model,,numeric_baseline,numeric,0,0,False,2.300844306894618e-31,5.047220407590816e-31,7.779111476810091e-32,False,1,0,[],0,1.0,T,0.0008673667907714844
identity_x,unary,gradient_only,0,numeric_least_squares_feature_model,,numeric_baseline,numeric,0,0,False,1.0661948172127738e-30,1.41934617134858e-30,1.639719517985795e-30,False,1,0,[],0,1.0,T,0.0002429485321044922
e_const,unary,gradient_only,0,numeric_least_squares_feature_model,,numeric_baseline,numeric,0,0,False,2.1036290805893647e-30,4.620177541255353e-30,1.0761569747399865e-30,False,1,0,[],0,1.0,T,0.0002276897430419922
zero_const,unary,gradient_only,0,numeric_least_squares_feature_model,,numeric_baseline,numeric,0,0,False,0.0,0.0,0.0,False,1,0,[],0,1.0,T,0.00018215179443359375
exp_x,unary,gradient_only,0,numeric_least_squares_feature_model,,numeric_baseline,numeric,0,0,False,1.8160235422275377e-30,2.5560942221907394e-30,9.418115548171431e-30,False,1,0,[],0,1.0,T,0.0001633167266845703
ln_x,unary,gradient_only,0,numeric_least_squares_feature_model,,numeric_baseline,numeric,0,0,False,2.3255604078475873e-31,7.078873138396657e-31,1.0220118715333508e-30,False,1,0,[],0,1.0,T,0.00016689300537109375
neg_x,unary,gradient_only,0,numeric_least_squares_feature_model,,numeric_baseline,numeric,0,0,False,1.0661948172127738e-30,1.41934617134858e-30,1.639719517985795e-30,False,1,0,[],0,1.0,T,0.00015497207641601562
x_square,unary,gradient_only,0,numeric_least_squares_feature_model,,numeric_baseline,numeric,0,0,False,1.140952997887405e-30,1.5227445352378697e-30,7.2867887016983495e-31,False,1,0,[],0,1.0,T,0.0001544952392578125
identity_y,binary,gradient_only,0,numeric_least_squares_feature_model,,numeric_baseline,numeric,0,0,False,2.860647944063174e-31,0.0032291306805611827,0.008949863256947306,False,1,0,[],0,1.0,T,0.00020265579223632812
x_minus_y,binary,gradient_only,0,numeric_least_squares_feature_model,,numeric_baseline,numeric,0,0,False,9.18925374131963e-31,0.0014718637558175662,0.004079419710921934,False,1,0,[],0,1.0,T,0.0001647472381591797
x_plus_y,binary,gradient_only,0,numeric_least_squares_feature_model,,numeric_baseline,numeric,0,0,False,1.67632942359465e-30,0.005667982440159915,0.015709388315431793,False,1,0,[],0,1.0,T,0.0001595020294189453
x_times_y,binary,gradient_only,0,numeric_least_squares_feature_model,,numeric_baseline,numeric,0,0,False,1.119607274337113e-30,0.00048568542932596564,0.0013461264372254585,False,1,0,[],0,1.0,T,0.0001583099365234375
x_div_y,binary,gradient_only,0,numeric_least_squares_feature_model,,numeric_baseline,numeric,0,0,False,7.036064063494702e-31,0.13512968544742554,0.5892606013453916,False,1,0,[],0,1.0,T,0.00016951560974121094
one_const,unary,gradient_only,1,numeric_least_squares_feature_model,,numeric_baseline,numeric,0,0,False,2.300844306894618e-31,3.7517115316663354e-31,9.192706905354024e-32,False,1,0,[],0,1.0,T,0.0002315044403076172
identity_x,unary,gradient_only,1,numeric_least_squares_feature_model,,numeric_baseline,numeric,0,0,False,1.0661948172127738e-30,1.4522474745651952e-30,1.75776466295408e-30,False,1,0,[],0,1.0,T,0.00012421607971191406
e_const,unary,gradient_only,1,numeric_least_squares_feature_model,,numeric_baseline,numeric,0,0,False,2.1036290805893647e-30,3.229399330748517e-30,1.2155680206718595e-30,False,1,0,[],0,1.0,T,0.00011777877807617188
zero_const,unary,gradient_only,1,numeric_least_squares_feature_model,,numeric_baseline,numeric,0,0,False,0.0,0.0,0.0,False,1,0,[],0,1.0,T,0.0001087188720703125
exp_x,unary,gradient_only,1,numeric_least_squares_feature_model,,numeric_baseline,numeric,0,0,False,1.8160235422275377e-30,2.1180093575074563e-30,1.1338045879104877e-29,False,1,0,[],0,1.0,T,0.00010180473327636719
ln_x,unary,gradient_only,1,numeric_least_squares_feature_model,,numeric_baseline,numeric,0,0,False,2.3255604078475873e-31,4.000864925754384e-31,1.1615398754269464e-30,False,1,0,[],0,1.0,T,0.00012302398681640625
neg_x,unary,gradient_only,1,numeric_least_squares_feature_model,,numeric_baseline,numeric,0,0,False,1.0661948172127738e-30,1.4522474745651952e-30,1.75776466295408e-30,False,1,0,[],0,1.0,T,0.0001049041748046875
x_square,unary,gradient_only,1,numeric_least_squares_feature_model,,numeric_baseline,numeric,0,0,False,1.140952997887405e-30,1.189803408455977e-30,7.265941857950547e-31,False,1,0,[],0,1.0,T,0.00012063980102539062
identity_y,binary,gradient_only,1,numeric_least_squares_feature_model,,numeric_baseline,numeric,0,0,False,2.860647944063174e-31,0.003202458150603413,0.007449719360200211,False,1,0,[],0,1.0,T,0.000118255615234375
x_minus_y,binary,gradient_only,1,numeric_least_squares_feature_model,,numeric_baseline,numeric,0,0,False,9.18925374131963e-31,0.0014597062019727732,0.003395642047966135,False,1,0,[],0,1.0,T,0.00014734268188476562
x_plus_y,binary,gradient_only,1,numeric_least_squares_feature_model,,numeric_baseline,numeric,0,0,False,1.67632942359465e-30,0.005621165062236688,0.013076237134632298,False,1,0,[],0,1.0,T,0.00015091896057128906
x_times_y,binary,gradient_only,1,numeric_least_squares_feature_model,,numeric_baseline,numeric,0,0,False,1.119607274337113e-30,0.00048167368113573333,0.00112049356428898,False,1,0,[],0,1.0,T,0.00013971328735351562
x_div_y,binary,gradient_only,1,numeric_least_squares_feature_model,,numeric_baseline,numeric,0,0,False,7.036064063494702e-31,0.15875968466645154,0.5772185836072795,False,1,0,[],0,1.0,T,0.00013017654418945312
one_const,unary,gradient_only,2,numeric_least_squares_feature_model,,numeric_baseline,numeric,0,0,False,2.300844306894618e-31,3.5501308641538046e-31,1.1157111585584063e-31,False,1,0,[],0,1.0,T,0.00018334388732910156
identity_x,unary,gradient_only,2,numeric_least_squares_feature_model,,numeric_baseline,numeric,0,0,False,1.0661948172127738e-30,1.2232223053451463e-30,1.2627984102974069e-30,False,1,0,[],0,1.0,T,0.00015926361083984375
e_const,unary,gradient_only,2,numeric_least_squares_feature_model,,numeric_baseline,numeric,0,0,False,2.1036290805893647e-30,2.787719396835711e-30,7.410394857433942e-31,False,1,0,[],0,1.0,T,0.0001385211944580078
zero_const,unary,gradient_only,2,numeric_least_squares_feature_model,,numeric_baseline,numeric,0,0,False,0.0,0.0,0.0,False,1,0,[],0,1.0,T,0.0001323223114013672
exp_x,unary,gradient_only,2,numeric_least_squares_feature_model,,numeric_baseline,numeric,0,0,False,1.8160235422275377e-30,2.0697327135681493e-30,6.293325418859841e-30,False,1,0,[],0,1.0,T,0.00011610984802246094
ln_x,unary,gradient_only,2,numeric_least_squares_feature_model,,numeric_baseline,numeric,0,0,False,2.3255604078475873e-31,4.300255387628273e-31,7.1483046526234564e-31,False,1,0,[],0,1.0,T,0.00012421607971191406
neg_x,unary,gradient_only,2,numeric_least_squares_feature_model,,numeric_baseline,numeric,0,0,False,1.0661948172127738e-30,1.2232223053451463e-30,1.2627984102974069e-30,False,1,0,[],0,1.0,T,0.00011205673217773438
x_square,unary,gradient_only,2,numeric_least_squares_feature_model,,numeric_baseline,numeric,0,0,False,1.140952997887405e-30,1.0080196958301268e-30,6.0496324624767485e-31,False,1,0,[],0,1.0,T,0.00017595291137695312
identity_y,binary,gradient_only,2,numeric_least_squares_feature_model,,numeric_baseline,numeric,0,0,False,2.860647944063174e-31,0.0040299580187521,0.0065906017253164265,False,1,0,[],0,1.0,T,0.00015211105346679688
x_minus_y,binary,gradient_only,2,numeric_least_squares_feature_model,,numeric_baseline,numeric,0,0,False,9.18925374131963e-31,0.001836887302509772,0.003004049314856509,False,1,0,[],0,1.0,T,0.0001246929168701172
x_plus_y,binary,gradient_only,2,numeric_least_squares_feature_model,,numeric_baseline,numeric,0,0,False,1.67632942359465e-30,0.0070736472272155924,0.011568257387059147,False,1,0,[],0,1.0,T,0.00013065338134765625
x_times_y,binary,gradient_only,2,numeric_least_squares_feature_model,,numeric_baseline,numeric,0,0,False,1.119607274337113e-30,0.0006061358564042613,0.0009912758401962533,False,1,0,[],0,1.0,T,0.00011014938354492188
x_div_y,binary,gradient_only,2,numeric_least_squares_feature_model,,numeric_baseline,numeric,0,0,False,7.036064063494702e-31,0.16541407234735217,0.3257962674869767,False,1,0,[],0,1.0,T,0.00012063980102539062
